sample_id,snr_db,label
554,0,1
555,0,1
556,0,1
557,0,1
558,0,1
559,0,1
560,0,1
561,0,1
562,0,1
563,0,1
564,0,1
565,0,1
566,0,1
567,0,1
568,0,1
569,0,1
570,0,1
571,0,1
572,0,1
573,0,1
574,0,1
575,0,1
576,0,1
577,0,1
578,0,1
579,0,1
580,0,1
581,0,1
582,0,1
583,0,1
584,0,1
585,0,1
586,0,1
587,0,1
588,0,1
589,0,1
590,0,1
591,0,1
592,0,1
593,0,1
594,0,1
595,0,1
596,0,1
597,0,1
598,0,1
599,0,1
600,-5,0
601,-5,0
602,-5,0
603,-5,0
604,-5,0
605,-5,0
606,-5,0
607,-5,0
608,-5,0
609,-5,0
610,-5,0
611,-5,0
612,-5,0
613,-5,0
614,-5,0
615,-5,0
616,-5,0
617,-5,0
618,-5,0
619,-5,0
620,-5,0
621,-5,0
622,-5,0
623,-5,0
624,-5,0
625,-5,0
626,-5,0
627,-5,0
628,-5,0
629,-5,0
630,-5,0
631,-5,0
632,-5,0
633,-5,0
634,-5,0
635,-5,0
636,-5,0
637,-5,0
638,-5,0
639,-5,0
640,-5,0
641,-5,0
642,-5,0
643,-5,0
644,-5,0
645,-5,0
646,-5,0
647,-5,0
648,-5,0
649,-5,0
650,-5,0
651,-5,0
652,-5,0
653,-5,0
654,-5,0
655,-5,0
656,-5,0
657,-5,0
658,-5,0
659,-5,0
660,-5,0
661,-5,0
662,-5,0
663,-5,0
664,-5,0
665,-5,0
666,-5,0
667,-5,0
668,-5,0
669,-5,0
670,-5,0
671,-5,0
672,-5,0
673,-5,0
674,-5,0
675,-5,0
676,-5,0
677,-5,0
678,-5,0
679,-5,0
680,-5,0
681,-5,0
682,-5,0
683,-5,0
684,-5,0
685,-5,0
686,-5,0
687,-5,0
688,-5,0
689,-5,0
690,-5,0
691,-5,0
692,-5,0
693,-5,0
694,-5,0
695,-5,0
696,-5,0
697,-5,0
698,-5,0
699,-5,0
700,-5,1
701,-5,1
702,-5,1
703,-5,1
704,-5,1
705,-5,1
706,-5,1
707,-5,1
708,-5,1
709,-5,1
710,-5,1
711,-5,1
712,-5,1
713,-5,1
714,-5,1
715,-5,1
716,-5,1
717,-5,1
718,-5,1
719,-5,1
720,-5,1
721,-5,1
722,-5,1
723,-5,1
724,-5,1
725,-5,1
726,-5,1
727,-5,1
728,-5,1
729,-5,1
730,-5,1
731,-5,1
732,-5,1
733,-5,1
734,-5,1
735,-5,1
736,-5,1
737,-5,1
738,-5,1
739,-5,1
740,-5,1
741,-5,1
742,-5,1
743,-5,1
744,-5,1
745,-5,1
746,-5,1
747,-5,1
748,-5,1
749,-5,1
750,-5,1
751,-5,1
752,-5,1
753,-5,1
754,-5,1
755,-5,1
756,-5,1
757,-5,1
758,-5,1
759,-5,1
760,-5,1
761,-5,1
762,-5,1
763,-5,1
764,-5,1
765,-5,1
766,-5,1
767,-5,1
768,-5,1
769,-5,1
770,-5,1
771,-5,1
772,-5,1
773,-5,1
774,-5,1
775,-5,1
776,-5,1
777,-5,1
778,-5,1
779,-5,1
780,-5,1
781,-5,1
782,-5,1
783,-5,1
784,-5,1
785,-5,1
786,-5,1
787,-5,1
788,-5,1
789,-5,1
790,-5,1
791,-5,1
792,-5,1
793,-5,1
794,-5,1
795,-5,1
796,-5,1
797,-5,1
798,-5,1
799,-5,1
800,-10,0
801,-10,0
802,-10,0
803,-10,0
804,-10,0
805,-10,0
806,-10,0
807,-10,0
808,-10,0
809,-10,0
810,-10,0
811,-10,0
812,-10,0
813,-10,0
814,-10,0
815,-10,0
816,-10,0
817,-10,0
818,-10,0
819,-10,0
820,-10,0
821,-10,0
822,-10,0
823,-10,0
824,-10,0
825,-10,0
826,-10,0
827,-10,0
828,-10,0
829,-10,0
830,-10,0
831,-10,0
832,-10,0
833,-10,0
834,-10,0
835,-10,0
836,-10,0
837,-10,0
838,-10,0
839,-10,0
840,-10,0
841,-10,0
842,-10,0
843,-10,0
844,-10,0
845,-10,0
846,-10,0
847,-10,0
848,-10,0
849,-10,0
850,-10,0
851,-10,0
852,-10,0
853,-10,0
854,-10,0
855,-10,0
856,-10,0
857,-10,0
858,-10,0
859,-10,0
860,-10,0
861,-10,0
862,-10,0
863,-10,0
864,-10,0
865,-10,0
866,-10,0
867,-10,0
868,-10,0
869,-10,0
870,-10,0
871,-10,0
872,-10,0
873,-10,0
874,-10,0
875,-10,0
876,-10,0
877,-10,0
878,-10,0
879,-10,0
880,-10,0
881,-10,0
882,-10,0
883,-10,0
884,-10,0
885,-10,0
886,-10,0
887,-10,0
888,-10,0
889,-10,0
890,-10,0
891,-10,0
892,-10,0
893,-10,0
894,-10,0
895,-10,0
896,-10,0
897,-10,0
898,-10,0
899,-10,0
900,-10,1
901,-10,1
902,-10,1
903,-10,1
904,-10,1
905,-10,1
906,-10,1
907,-10,1
908,-10,1
909,-10,1
910,-10,1
911,-10,1
912,-10,1
913,-10,1
914,-10,1
915,-10,1
916,-10,1
917,-10,1
918,-10,1
919,-10,1
920,-10,1
921,-10,1
922,-10,1
923,-10,1
924,-10,1
925,-10,1
926,-10,1
927,-10,1
928,-10,1
929,-10,1
930,-10,1
931,-10,1
932,-10,1
933,-10,1
934,-10,1
935,-10,1
936,-10,1
937,-10,1
938,-10,1
939,-10,1
940,-10,1
941,-10,1
942,-10,1
943,-10,1
944,-10,1
945,-10,1
946,-10,1
947,-10,1
948,-10,1
949,-10,1
950,-10,1
951,-10,1
952,-10,1
953,-10,1
954,-10,1
955,-10,1
956,-10,1
957,-10,1
958,-10,1
959,-10,1
960,-10,1
961,-10,1
962,-10,1
963,-10,1
964,-10,1
965,-10,1
966,-10,1
967,-10,1
968,-10,1
969,-10,1
970,-10,1
971,-10,1
972,-10,1
973,-10,1
974,-10,1
975,-10,1
976,-10,1
977,-10,1
978,-10,1
979,-10,1
980,-10,1
981,-10,1
982,-10,1
983,-10,1
984,-10,1
985,-10,1
986,-10,1
987,-10,1
988,-10,1
989,-10,1
990,-10,1
991,-10,1
992,-10,1
993,-10,1
994,-10,1
995,-10,1
996,-10,1
997,-10,1
998,-10,1
999,-10,1
