sample_id,mean,std,variance,max,min,rms,peak_to_peak,energy,dominant_frequency,dominant_magnitude,spectral_energy,snr_db,label
77,-0.003687480275998614,0.22729934863362936,0.05166499388927218,0.7078765740695704,-0.7117501117331988,0.22732925768597861,1.4196266858027693,51.67859140005807,186.0,17.233177376452986,25846.108069330126,10,0
78,-0.0013948412320445183,0.2272925599983549,0.05166190783060576,0.8062345867712148,-0.6991695352315008,0.2272968398651164,1.5054041220027157,51.66385341266837,308.0,18.372611618588035,25832.910611002466,10,0
79,0.007037432616449693,0.22528437602612847,0.05075305008148205,0.6877386524991782,-0.7022994150590549,0.2253942668732129,1.3900380675582331,50.802575539313125,376.0,19.24767110251351,25522.909749006347,10,0
80,-0.011271052537198267,0.2224822328746313,0.04949834394488167,0.5816598420926833,-0.578097036811693,0.22276754828784634,1.1597568789043762,49.62538057017795,82.0,19.53085718524433,24918.52288765825,10,0
81,0.013761989455536099,0.22813353813436985,0.052044911221705986,0.7689187520597534,-0.6999906965582802,0.22854825218207267,1.4689094486180334,52.23430357548028,453.0,19.119136644958193,26247.432161079003,10,0
82,-0.0008361048311983339,0.2203625463183572,0.04855965181991012,0.7584168902769473,-0.7662966971847744,0.22036413249709869,1.5247135874617217,48.560350891198865,464.0,16.690260993477576,24280.72376312214,10,0
83,0.002092512415543401,0.22918116075836156,0.05252400444654997,0.7566266903087825,-0.7043240427356001,0.22919071328210305,1.4609507330443825,52.52838305475917,381.0,17.52364897054298,26268.958129747785,10,0
84,0.005304664526899603,0.23093845970941354,0.053332572172956415,0.6797063674926327,-0.7395542782815364,0.23099937584049737,1.4192606457741692,53.360711638699364,211.0,20.361599746159865,26704.83851732216,10,0
85,0.007376359503012772,0.21530933590213258,0.04635811012661736,0.7392715739886997,-0.6787936224040286,0.21543565351662441,1.4180651963927282,46.41252080613505,161.0,16.848406493734412,23260.936785247846,10,0
86,0.002886947483300162,0.22324220164984104,0.04983708059746829,0.8563653274134898,-0.6735361141134256,0.2232608677382573,1.5299014415269154,49.845415063239614,448.0,19.503278900934713,24926.952593936716,10,0
87,-0.0012893803498844512,0.22153339146635115,0.04907704353458358,0.8285175698115053,-0.6442185427582328,0.22153714369439326,1.472736112569738,49.07870603627024,94.0,20.72161077231242,24546.450583894406,10,0
88,-0.011308442266889181,0.22298162880292388,0.04972080678360493,0.7807604734501847,-0.7514190320028273,0.22326819668306655,1.532179505453012,49.84868765010849,180.0,18.03457525348254,24994.027675519657,10,0
89,0.004808776005221059,0.22343955399624268,0.049925234290039845,0.8302062778221624,-0.6434829022828468,0.22349129427498565,1.4736891801050092,49.948358616708234,445.0,17.399696217391924,25024.22261880104,10,0
90,0.009095945850003843,0.21830796079762232,0.047658365747616206,0.5937569121501807,-0.6688983648553893,0.218497372932771,1.2626552770055701,47.74110197852241,473.0,16.589626949291876,23914.515678071,10,0
91,-0.0030229733428486882,0.2220068765082318,0.04928705321694129,0.7361744197580519,-0.6932605036038951,0.22202745682634134,1.429434923361947,49.29619158477286,169.0,17.022403770981892,24653.344012513873,10,0
92,0.006522068802169507,0.22450882603491734,0.05040421296757677,0.8261243283058329,-0.679816700923618,0.22460354037511746,1.5059410292294508,50.44675034903701,389.0,17.197631158715208,25245.941416897134,10,0
93,-0.0032418858064767967,0.22428215199158702,0.050302483701977346,0.5750392330742958,-0.8246671893550599,0.2243055806830485,1.3997064224293556,50.312993525559584,339.0,20.86004344497514,25166.212878303617,10,0
94,-0.0021978360010232903,0.21919737433720865,0.04804748891632638,0.6857775659813252,-0.6085939724290361,0.21920839262996702,1.2943715384103613,48.052319399413776,381.0,17.62676112849605,24042.472079001367,10,0
95,0.002708066438795181,0.22848854401748547,0.0522070147472304,0.7364139180728474,-0.8284967284591113,0.228504591575459,1.5649106465319587,52.21434837106733,144.0,17.392190061860365,26112.98644518179,10,0
96,-0.007014585221150501,0.22730623599446034,0.051668124921969295,0.842143466619974,-0.6589081337212404,0.22741444397353935,1.5010516003412144,51.717329327794076,329.0,19.01358429763682,25908.868743378243,10,0
97,-0.006557508641083363,0.22325018782973494,0.04984064636601193,0.7964397932923034,-0.653527395980235,0.22334647363589563,1.4499671892725385,49.88364728558982,15.0,18.58067572522723,25000.292934425386,10,0
98,-0.0027099926285409194,0.2187803084745382,0.04786482337621409,0.688734742286616,-0.6133571562113157,0.21879709192825403,1.3020918984979317,47.87216743626084,266.0,18.389790711148667,23941.49971538441,10,0
99,-0.005102481186142884,0.22352737786753354,0.04996448865633512,0.76012496566447,-0.72666941095135,0.2235856077000263,1.48679437661582,49.99052397059006,312.0,17.002146848448252,25019.553705394545,10,0
100,-0.0018327656633054443,0.7402339379078846,0.547946282830614,1.6946277243646273,-1.601139180528537,0.7402362068019848,3.2957669048931644,547.9496418605906,50.0,499.7721604943057,273976.5463465865,10,1
101,0.0030948902297347303,0.7269780039597794,0.5284970182413451,1.4754062235077041,-1.6496392355855778,0.7269845917121485,3.1250454590932817,528.5065965868793,50.0,488.9594094780181,264267.43106241606,10,1
102,-0.0013366836243464588,0.7483578613841003,0.5600394886953843,1.519435372657662,-1.6126138789083986,0.748359055145654,3.1320492515660607,560.0412754184961,50.0,504.37557335245225,280028.66335801035,10,1
103,-0.002520850327246648,0.7372267856244094,0.5435033334420989,1.698778234046169,-1.7410719321216181,0.73723109547039,3.439850166167787,543.5096881284712,50.0,496.0158760612308,271759.8154955789,10,1
104,0.0005655988116591737,0.7434681237726463,0.5527448510660188,1.5875720358318164,-1.4225326697660237,0.743468338914331,3.01010470559784,552.7451709680345,50.0,502.2969582315491,276387.9713414971,10,1
105,-0.0009836629038923199,0.747149746324373,0.558232743432575,1.4206006494917738,-1.653114366622516,0.7471503938467031,3.07371501611429,558.2337110252835,50.0,504.6920260015345,279211.9954770873,10,1
106,0.011942935716626796,0.7458242160748464,0.5562537612836591,1.5061475101166133,-1.4960416006100434,0.7459198314813666,3.0021891107266567,556.3963949971904,50.0,505.80233045223537,278269.64781675953,10,1
107,0.008815364536789161,0.7403112138159104,0.5480606933015866,1.5376645128070223,-1.508035305162783,0.7403636970796873,3.0456998179698056,548.138403953503,50.0,496.8539519038853,274108.27096291864,10,1
108,0.009520461053744456,0.7362052082201145,0.5419981086104222,1.7176518695572232,-1.6069924614280644,0.736266764012269,3.3246443309852873,542.0887477890981,50.0,497.0826505684357,271092.18714134954,10,1
109,-0.0019584715330697748,0.7374384557631336,0.5438154760383151,1.6217005015203414,-1.577815231233017,0.7374410563896351,3.1995157327533583,543.819311649061,50.0,497.78536298192677,271988.405214882,10,1
110,-0.0030099175855280774,0.7531536033495247,0.5672403502383733,1.4527272306648094,-1.5026395394700591,0.7531596177718537,2.9553667701348685,567.2494098422449,50.0,508.31547555680294,283629.30395307246,10,1
111,0.003529764312863311,0.7425165435410264,0.5513308174321129,1.6238829251995228,-1.5641111169424402,0.7425249333646765,3.187994042141963,551.3432766682174,50.0,499.8029754263981,275688.39141647174,10,1
112,0.005180667610062857,0.7441165382866668,0.5537094225517324,1.5775135855792684,-1.4129199594350819,0.7441345724186038,2.9904335450143504,553.7362618686184,50.0,504.1698804727766,276948.6639158785,10,1
113,0.00401276127674416,0.7409631478548793,0.5490263864790117,1.647108962335584,-1.4667190576850775,0.7409740135335893,3.1138280200206614,549.0424887320758,50.0,500.4271841796007,274529.31994258345,10,1
114,-0.006119849159721546,0.7590992697812655,0.5762317013824505,1.6547575163139165,-1.5844524832692786,0.7591239384554991,3.239209999583195,576.2691539361883,50.0,510.9384180703564,288212.5887675299,10,1
115,0.002500016104820446,0.7423362350895937,0.5510630859269925,1.7994424257099026,-1.4685330715715577,0.7423404448145855,3.2679754972814603,551.0693360075168,50.0,500.3914982078836,275627.13277862006,10,1
116,0.0014549950158714155,0.7400520064445967,0.5476769722426733,1.5407153075709228,-1.3919877408600738,0.7400534367551911,2.9327030484309966,547.6790892531695,50.0,498.24197037971476,273851.0195273438,10,1
117,0.009431504596139253,0.7480727317472284,0.5596128119837608,1.5790597876400914,-1.5607531424439856,0.7481321843516076,3.139812930084077,559.7017652627078,50.0,504.0208486465782,279908.3997866454,10,1
118,-0.0057960134405445046,0.7383369881331442,0.5451415080455227,1.708884107364706,-1.6257053645750417,0.7383597374026604,3.334589471939748,545.1751018173256,50.0,497.2435224256633,272615.57371180126,10,1
119,-0.00020609036071048424,0.7462143317005807,0.5568358288353443,1.5350938900568871,-1.61233894090331,0.7462143601597205,3.147432830960197,556.8358713085811,50.0,502.3621119581362,278548.6056385344,10,1
120,-0.009237618908815684,0.7409486515544297,0.5490049042403277,1.4914881736987704,-1.4877197204257357,0.7410062333364221,2.979207894124506,549.0902378434321,50.0,499.3452212245985,274598.0773981893,10,1
121,-0.006154970089934611,0.7243262094692345,0.5246484577240694,1.447442232700816,-1.4725276689102804,0.7243523599608669,2.9199699016110965,524.6863413808774,50.0,487.9377305432379,262366.55934795114,10,1
122,0.00020057259983435215,0.7337819044865281,0.5384358833518763,1.5243091327563048,-1.6044820857725608,0.7337819318988743,3.1287912185288658,538.4359235812442,50.0,494.1958520134088,269226.36265291704,10,1
123,-0.010854270897091048,0.7384279924767932,0.5452759000733071,1.4451902571754063,-1.449338301441206,0.7385077624981436,2.8945285586166123,545.3937152700146,50.0,500.18410606500885,272792.16695575113,10,1
124,0.003294568784759633,0.7421057351745659,0.5507209221789829,1.6403538322831537,-1.5598260507460289,0.7421130482362241,3.2001798830291825,550.7317763624604,50.0,500.3281708730657,275371.41129947145,10,1
125,0.007726753950666877,0.7320431779748701,0.5358872144195472,1.593036020673261,-1.4565910259500057,0.7320839549847828,3.0496270466232667,535.9469171461615,50.0,494.7222534363024,268100.48735416646,10,1
126,0.004004331779878813,0.7470423432811019,0.5580722626549196,1.5242080614584546,-1.577323962568526,0.7470530753085238,3.1015320240269806,558.088297327923,50.0,504.66170920160073,279181.36448439135,10,1
127,-0.010696602622344948,0.7437306176556544,0.5531352316384611,1.5044899828466605,-1.7592524244627095,0.7438075348812497,3.26374240730937,553.2496489461215,50.0,499.267296241532,276691.21407672286,10,1
128,0.010786252289668792,0.7395240254482918,0.5468957842152458,1.6222212787161618,-1.672606443556371,0.7396026821569147,3.294827722272533,547.0121274537022,50.0,498.4629968650995,273571.84664324834,10,1
129,4.601053800410515e-05,0.7481796826767799,0.559772837570327,1.469557383772389,-1.4843997853824744,0.7481796840915267,2.9539571691548634,559.7728396872967,50.0,505.39084878730364,279888.1665888061,10,1
130,-0.008970515051223562,0.740835171884055,0.5488367519004773,1.4779681690058264,-1.5150486617638044,0.7408894803145484,2.9930168307696308,548.9172220407615,50.0,500.2830680739338,274502.5839296359,10,1
131,0.007431690295528108,0.7307350907777773,0.5339737728940065,1.6578900282111502,-1.741767538058087,0.7307728805276337,3.399657566269237,534.0290029146552,50.0,491.4435349415828,267045.42864140717,10,1
132,-0.010297147832830034,0.7534662363517497,0.5677113693220708,1.4258258808420856,-1.5623498616424234,0.7535365953791243,2.988175742484509,567.817400575562,50.0,507.80153001435184,283986.2131682023,10,1
133,0.007436812664932276,0.7424935452970536,0.5512966648077878,1.5820938462106575,-1.6058606882684612,0.7425307879074113,3.1879545344791187,551.351970990401,50.0,501.5931444530174,275776.4933532979,10,1
134,0.0076583716616534315,0.7418854631096847,0.5503940403734714,1.7801693243025007,-1.4412210305840079,0.7419249901640862,3.2213903548865086,550.4526910299794,50.0,498.06350426041246,275264.49918321054,10,1
135,0.002401490667486459,0.7469033577693441,0.5578646258471208,1.5788012714817619,-1.7009576919410887,0.7469072184713085,3.2797589634228506,557.8703930045469,50.0,502.62650526199917,279099.4153326129,10,1
136,0.002229305897195248,0.7475552668346763,0.5588388769722642,1.444381854756463,-1.571635359121393,0.7475585908656575,3.016017213877856,558.8438467770475,50.0,502.65179707248274,279435.90725343034,10,1
137,0.0076079984513949366,0.7562139441053566,0.5718595292593794,1.6766878310682423,-1.6172698847781297,0.7562522138148198,3.293957715846372,571.9174108998159,50.0,512.2485187505174,286012.90502205456,10,1
138,-0.0011150736450317562,0.7455157334786132,0.5557937088641547,1.6138964942677916,-1.4348449159745784,0.7455165673902818,3.04874141024237,555.7949522533886,50.0,504.1822778255184,277918.31697615323,10,1
139,-0.00387278579443474,0.7479692351294823,0.5594579767001828,1.5799343123154523,-1.4922366622061876,0.7479792611897688,3.07217097452164,559.4729751699924,50.0,504.21998384958044,279764.23454819544,10,1
140,-0.002815053149432004,0.7401826295760021,0.5478703251260452,1.4191790941750972,-1.5900973837991073,0.740187982643787,3.0092764779742045,547.8782496502793,50.0,500.0552225757699,273945.8070640527,10,1
